symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
NQU3,-2,0,0.25,17923525640,17923525684,9,15276.25,15276.50,$45.00,09/07/2023 15:12:28,09/07/2023 15:13:03,35sec
NQU3,-2,0,0.25,17923525695,17923525707,10,15282.25,15282.25,$0.00,09/07/2023 15:14:46,09/07/2023 15:14:56,9sec
NQU3,-2,0,0.25,17923525718,17923525771,10,15290.00,15274.75,"$(3,050.00)",09/07/2023 15:18:56,09/07/2023 15:22:04,3min 7sec
NQU3,-2,0,0.25,17923525834,17923525782,10,15274.75,15274.75,$0.00,09/07/2023 15:24:41,09/07/2023 15:22:04,2min 36sec
NQU3,-2,0,0.25,17923525864,17923525848,1,15271.25,15271.75,$10.00,09/07/2023 15:25:49,09/07/2023 15:25:39,9sec
NQU3,-2,0,0.25,17923525872,17923525848,9,15271.50,15271.75,$45.00,09/07/2023 15:25:49,09/07/2023 15:25:39,9sec
NQU3,-2,0,0.25,17923525922,17923525886,1,15278.75,15269.50,$(185.00),09/07/2023 15:27:05,09/07/2023 15:26:04,1min 1sec
NQU3,-2,0,0.25,17923525930,17923525886,2,15278.75,15269.50,$(370.00),09/07/2023 15:27:06,09/07/2023 15:26:04,1min 2sec
NQU3,-2,0,0.25,17923525938,17923525886,1,15278.75,15269.50,$(185.00),09/07/2023 15:27:06,09/07/2023 15:26:04,1min 2sec
NQU3,-2,0,0.25,17923525946,17923525886,6,15278.75,15269.50,"$(1,110.00)",09/07/2023 15:27:07,09/07/2023 15:26:04,1min 2sec
NQU3,-2,0,0.25,17923525960,17923526016,6,15279.25,15279.75,$60.00,09/07/2023 15:27:32,09/07/2023 15:28:24,52sec
NQU3,-2,0,0.25,17923525960,17923526024,1,15279.25,15279.75,$10.00,09/07/2023 15:27:32,09/07/2023 15:28:24,52sec
NQU3,-2,0,0.25,17923525960,17923526032,1,15279.25,15279.75,$10.00,09/07/2023 15:27:32,09/07/2023 15:28:25,53sec
